timestamp,service,environment,status_code,response_time,user_id,endpoint,request_size,response_size,language
2025-03-12T09:01:49.255621,inventory-service,on-prem,201,84.81,user_645,/products/{id},3455,721,python
2025-03-03T09:01:43.794607,inventory-service,aws-cloud,200,155.12,user_970,/inventory,1032,2706,nodejs
2025-03-09T09:01:48.947066,auth-service,azure-cloud,200,164.66,user_288,/auth/register,329,466,python
2025-03-15T09:01:45.160059,user-service,azure-cloud,200,125.32,user_899,/users/search,4019,2536,golang
2025-03-22T09:01:48.378331,inventory-service,on-prem,200,21.26,user_199,/products,3885,1073,nodejs
2025-03-02T09:01:43.894822,auth-service,aws-cloud,201,117.47,user_331,/auth/login,1548,1310,python
2025-03-04T09:01:48.095771,user-service,on-prem,201,72.51,user_589,/users/{id},680,2056,java
2025-03-24T09:01:50.669627,inventory-service,on-prem,201,84.69,user_932,/products,2823,1334,python
2025-03-21T09:01:50.423743,auth-service,azure-cloud,200,2628.306432144505,user_263,/auth/register,1132,1795,nodejs
2025-03-09T09:01:41.368812,inventory-service,azure-cloud,201,150.01,user_15,/inventory,369,2554,java
2025-03-27T09:01:48.607603,user-service,aws-cloud,200,110.44,user_686,/users/search,4722,2931,python
2025-03-13T09:01:44.278641,auth-service,gcp-cloud,200,129.27,user_794,/auth/login,1181,1573,nodejs
2025-03-30T09:01:50.508903,auth-service,gcp-cloud,200,89.53,user_882,/auth/register,3054,310,nodejs
2025-03-16T09:01:49.082927,auth-service,gcp-cloud,201,131.38,user_267,/auth/login,1200,949,python
2025-03-05T09:01:42.832673,inventory-service,aws-cloud,200,103.56,user_350,/products/{id},452,2981,java
2025-03-14T09:01:48.154861,inventory-service,aws-cloud,201,76.28,user_244,/products,1139,417,golang
2025-03-13T09:01:41.816287,auth-service,on-prem,200,93.78,user_975,/auth/register,3960,2388,nodejs
2025-03-14T09:01:49.871799,user-service,aws-cloud,200,93.02,user_520,/users,3734,2551,java
2025-03-16T09:01:48.350390,payment-service,aws-cloud,200,121.88,user_814,/payments/verify,2389,2025,nodejs
2025-03-10T09:01:43.201190,auth-service,aws-cloud,200,128.07,user_167,/auth/register,1897,1375,golang
2025-03-29T09:01:41.031898,auth-service,gcp-cloud,200,139.48,user_288,/auth/token,111,369,java
2025-03-30T09:01:50.541585,inventory-service,aws-cloud,200,101.83,user_792,/inventory,429,1526,nodejs
2025-03-22T09:01:44.576179,payment-service,on-prem,201,90.8,user_893,/payments,3503,490,golang
2025-03-02T09:01:41.922443,auth-service,aws-cloud,201,80.82,user_20,/auth/login,2375,1335,nodejs
2025-03-28T09:01:46.007971,payment-service,on-prem,200,86.5,user_29,/payments/verify,4461,2223,python
2025-03-27T09:01:43.044683,inventory-service,gcp-cloud,201,90.05,user_953,/products,1161,2059,java
2025-03-12T09:01:47.069132,auth-service,gcp-cloud,200,101.46,user_397,/auth/token,4050,1206,nodejs
2025-03-04T09:01:45.753719,auth-service,azure-cloud,201,125.34,user_95,/auth/login,3182,1876,nodejs
2025-03-31T09:01:44.318247,inventory-service,on-prem,200,74.51,user_737,/inventory,3147,712,golang
2025-03-06T09:01:50.539440,auth-service,aws-cloud,200,89.95,user_24,/auth/token,1064,2102,nodejs
2025-03-26T09:01:50.491641,auth-service,on-prem,200,65.83,user_993,/auth/login,3570,2859,java
2025-03-16T09:01:46.200005,payment-service,gcp-cloud,201,100.17,user_148,/payments,241,152,python
